DATAFLOW,LAST UPDATE,freq,age,sex,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Juvenile,Males,Number,Austria,2021,86,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Juvenile,Males,Number,Austria,2022,86,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Juvenile,Males,Number,Austria,2023,110,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Juvenile,Males,Number,Bosnia and Herzegovina,2014,,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Juvenile,Males,Number,Bosnia and Herzegovina,2015,,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Juvenile,Males,Number,Bosnia and Herzegovina,2016,,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Juvenile,Males,Number,Bosnia and Herzegovina,2017,23,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Juvenile,Males,Number,Bosnia and Herzegovina,2018,36,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Juvenile,Males,Number,Bosnia and Herzegovina,2019,41,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Juvenile,Males,Number,Bosnia and Herzegovina,2020,27,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Juvenile,Males,Number,Bosnia and Herzegovina,2021,39,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Juvenile,Males,Number,Bosnia and Herzegovina,2022,25,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Juvenile,Males,Number,Bosnia and Herzegovina,2023,30,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Juvenile,Males,Number,Belgium,2014,,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Juvenile,Males,Number,Belgium,2015,10,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Juvenile,Males,Number,Belgium,2016,,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Juvenile,Males,Number,Belgium,2017,0,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Juvenile,Males,Number,Belgium,2018,0,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Juvenile,Males,Number,Belgium,2019,0,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Juvenile,Males,Number,Belgium,2020,0,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Juvenile,Males,Number,Belgium,2021,0,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Juvenile,Males,Number,Belgium,2022,0,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Juvenile,Males,Number,Belgium,2023,0,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Juvenile,Males,Number,Bulgaria,2014,62,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Juvenile,Males,Number,Bulgaria,2015,45,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Juvenile,Males,Number,Bulgaria,2016,27,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Juvenile,Males,Number,Bulgaria,2017,29,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Juvenile,Males,Number,Bulgaria,2018,25,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Juvenile,Males,Number,Bulgaria,2019,20,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Juvenile,Males,Number,Bulgaria,2020,30,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Juvenile,Males,Number,Bulgaria,2021,14,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Juvenile,Males,Number,Bulgaria,2022,9,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Juvenile,Males,Number,Bulgaria,2023,7,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Juvenile,Males,Number,Switzerland,2014,23,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Juvenile,Males,Number,Switzerland,2015,18,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Juvenile,Males,Number,Switzerland,2016,19,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Juvenile,Males,Number,Switzerland,2017,39,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Juvenile,Males,Number,Switzerland,2018,25,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Juvenile,Males,Number,Switzerland,2019,11,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Juvenile,Males,Number,Switzerland,2020,45,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Juvenile,Males,Number,Switzerland,2021,46,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Juvenile,Males,Number,Switzerland,2022,48,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Juvenile,Males,Number,Switzerland,2023,59,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Juvenile,Males,Number,Cyprus,2014,23,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Juvenile,Males,Number,Cyprus,2015,23,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Juvenile,Males,Number,Cyprus,2016,15,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Juvenile,Males,Number,Cyprus,2017,20,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Juvenile,Males,Number,Cyprus,2018,16,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Juvenile,Males,Number,Cyprus,2019,24,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Juvenile,Males,Number,Cyprus,2020,14,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Juvenile,Males,Number,Cyprus,2021,26,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Juvenile,Males,Number,Cyprus,2022,21,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Juvenile,Males,Number,Cyprus,2023,25,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Juvenile,Males,Number,Czechia,2014,101,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Juvenile,Males,Number,Czechia,2015,95,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Juvenile,Males,Number,Czechia,2016,77,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Juvenile,Males,Number,Czechia,2017,67,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Juvenile,Males,Number,Czechia,2018,57,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Juvenile,Males,Number,Czechia,2019,55,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Juvenile,Males,Number,Czechia,2020,75,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Juvenile,Males,Number,Czechia,2021,62,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Juvenile,Males,Number,Czechia,2022,51,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Juvenile,Males,Number,Czechia,2023,82,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Juvenile,Males,Number,Germany,2014,,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Juvenile,Males,Number,Germany,2015,,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Juvenile,Males,Number,Germany,2016,,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Juvenile,Males,Number,Germany,2017,,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Juvenile,Males,Number,Germany,2018,,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Juvenile,Males,Number,Germany,2019,,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Juvenile,Males,Number,Germany,2020,,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Juvenile,Males,Number,Germany,2021,,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Juvenile,Males,Number,Germany,2022,,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Juvenile,Males,Number,Germany,2023,,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Juvenile,Males,Number,Denmark,2014,9,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Juvenile,Males,Number,Denmark,2015,6,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Juvenile,Males,Number,Denmark,2016,16,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Juvenile,Males,Number,Denmark,2017,8,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Juvenile,Males,Number,Denmark,2018,12,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Juvenile,Males,Number,Denmark,2019,9,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Juvenile,Males,Number,Denmark,2020,6,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Juvenile,Males,Number,Denmark,2021,7,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Juvenile,Males,Number,Denmark,2022,10,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Juvenile,Males,Number,Denmark,2023,10,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Juvenile,Males,Number,Estonia,2014,31,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Juvenile,Males,Number,Estonia,2015,22,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Juvenile,Males,Number,Estonia,2016,28,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Juvenile,Males,Number,Estonia,2017,19,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Juvenile,Males,Number,Estonia,2018,13,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Juvenile,Males,Number,Estonia,2019,15,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Juvenile,Males,Number,Estonia,2020,5,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Juvenile,Males,Number,Estonia,2021,5,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Juvenile,Males,Number,Estonia,2022,3,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Juvenile,Males,Number,Estonia,2023,1,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Juvenile,Males,Number,Greece,2014,20,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Juvenile,Males,Number,Greece,2015,9,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Juvenile,Males,Number,Greece,2016,12,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Juvenile,Males,Number,Greece,2017,5,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Juvenile,Males,Number,Greece,2018,14,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Juvenile,Males,Number,Greece,2019,27,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Juvenile,Males,Number,Greece,2020,30,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Juvenile,Males,Number,Greece,2021,29,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Juvenile,Males,Number,Greece,2022,33,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Juvenile,Males,Number,Greece,2023,29,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Juvenile,Males,Number,Spain,2014,699,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Juvenile,Males,Number,Spain,2015,634,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Juvenile,Males,Number,Spain,2016,609,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Juvenile,Males,Number,Spain,2017,595,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Juvenile,Males,Number,Spain,2018,662,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Juvenile,Males,Number,Spain,2019,779,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Juvenile,Males,Number,Spain,2020,498,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Juvenile,Males,Number,Spain,2021,854,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Juvenile,Males,Number,Spain,2022,882,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Juvenile,Males,Number,Spain,2023,817,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Juvenile,Males,Number,Finland,2014,98,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Juvenile,Males,Number,Finland,2015,80,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Juvenile,Males,Number,Finland,2016,82,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Juvenile,Males,Number,Finland,2017,92,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Juvenile,Males,Number,Finland,2018,87,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Juvenile,Males,Number,Finland,2019,65,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Juvenile,Males,Number,Finland,2020,70,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Juvenile,Males,Number,Finland,2021,77,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Juvenile,Males,Number,Finland,2022,5,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Juvenile,Males,Number,Finland,2023,15,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Juvenile,Males,Number,France,2014,669,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Juvenile,Males,Number,France,2015,680,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Juvenile,Males,Number,France,2016,725,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Juvenile,Males,Number,France,2017,742,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Juvenile,Males,Number,France,2018,746,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Juvenile,Males,Number,France,2019,806,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Juvenile,Males,Number,France,2020,735,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Juvenile,Males,Number,France,2021,595,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Juvenile,Males,Number,France,2022,593,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Juvenile,Males,Number,France,2023,712,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Juvenile,Males,Number,Croatia,2014,62,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Juvenile,Males,Number,Croatia,2015,47,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Juvenile,Males,Number,Croatia,2016,38,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Juvenile,Males,Number,Croatia,2017,47,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Juvenile,Males,Number,Croatia,2018,38,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Juvenile,Males,Number,Croatia,2019,46,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Juvenile,Males,Number,Croatia,2020,44,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Juvenile,Males,Number,Croatia,2021,29,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Juvenile,Males,Number,Croatia,2022,37,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Juvenile,Males,Number,Croatia,2023,39,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Juvenile,Males,Number,Hungary,2014,407,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Juvenile,Males,Number,Hungary,2015,337,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Juvenile,Males,Number,Hungary,2016,290,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Juvenile,Males,Number,Hungary,2017,229,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Juvenile,Males,Number,Hungary,2018,191,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Juvenile,Males,Number,Hungary,2019,167,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Juvenile,Males,Number,Hungary,2020,128,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Juvenile,Males,Number,Hungary,2021,151,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Juvenile,Males,Number,Hungary,2022,146,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Juvenile,Males,Number,Hungary,2023,141,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Juvenile,Males,Number,Ireland,2014,12,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Juvenile,Males,Number,Ireland,2015,59,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Juvenile,Males,Number,Ireland,2016,13,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Juvenile,Males,Number,Ireland,2017,,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Juvenile,Males,Number,Ireland,2018,125,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Juvenile,Males,Number,Ireland,2019,72,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Juvenile,Males,Number,Ireland,2020,119,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Juvenile,Males,Number,Ireland,2021,99,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Juvenile,Males,Number,Ireland,2022,106,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Juvenile,Males,Number,Ireland,2023,127,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Juvenile,Males,Number,Iceland,2014,0,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Juvenile,Males,Number,Iceland,2015,0,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Juvenile,Males,Number,Iceland,2016,0,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Juvenile,Males,Number,Iceland,2017,0,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Juvenile,Males,Number,Iceland,2018,0,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Juvenile,Males,Number,Iceland,2019,0,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Juvenile,Males,Number,Iceland,2020,0,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Juvenile,Males,Number,Iceland,2021,0,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Juvenile,Males,Number,Iceland,2022,0,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Juvenile,Males,Number,Iceland,2023,0,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Juvenile,Males,Number,Italy,2014,1052,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Juvenile,Males,Number,Italy,2015,1146,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Juvenile,Males,Number,Italy,2016,1231,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Juvenile,Males,Number,Italy,2017,1335,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Juvenile,Males,Number,Italy,2018,1353,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Juvenile,Males,Number,Italy,2019,1336,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Juvenile,Males,Number,Italy,2020,1176,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Juvenile,Males,Number,Italy,2021,1158,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Juvenile,Males,Number,Italy,2022,1201,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Juvenile,Males,Number,Italy,2023,1339,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Juvenile,Males,Number,Liechtenstein,2014,0,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Juvenile,Males,Number,Liechtenstein,2015,0,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Juvenile,Males,Number,Liechtenstein,2016,0,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Juvenile,Males,Number,Liechtenstein,2017,0,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Juvenile,Males,Number,Liechtenstein,2018,0,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Juvenile,Males,Number,Liechtenstein,2019,0,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Juvenile,Males,Number,Liechtenstein,2020,3,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Juvenile,Males,Number,Liechtenstein,2021,2,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Juvenile,Males,Number,Liechtenstein,2022,0,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Juvenile,Males,Number,Liechtenstein,2023,0,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Juvenile,Males,Number,Lithuania,2014,81,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Juvenile,Males,Number,Lithuania,2015,84,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Juvenile,Males,Number,Lithuania,2016,57,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Juvenile,Males,Number,Lithuania,2017,50,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Juvenile,Males,Number,Lithuania,2018,49,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Juvenile,Males,Number,Lithuania,2019,39,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Juvenile,Males,Number,Lithuania,2020,22,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Juvenile,Males,Number,Lithuania,2021,16,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Juvenile,Males,Number,Lithuania,2022,10,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Juvenile,Males,Number,Lithuania,2023,10,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Juvenile,Males,Number,Luxembourg,2014,3,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Juvenile,Males,Number,Luxembourg,2015,2,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Juvenile,Males,Number,Luxembourg,2016,7,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Juvenile,Males,Number,Luxembourg,2017,2,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Juvenile,Males,Number,Luxembourg,2018,0,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Juvenile,Males,Number,Luxembourg,2019,0,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Juvenile,Males,Number,Luxembourg,2020,0,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Juvenile,Males,Number,Luxembourg,2021,11,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Juvenile,Males,Number,Luxembourg,2022,7,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Juvenile,Males,Number,Luxembourg,2023,5,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Juvenile,Males,Number,Latvia,2014,36,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Juvenile,Males,Number,Latvia,2015,39,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Juvenile,Males,Number,Latvia,2016,43,,
