DATAFLOW,LAST UPDATE,freq,age,sex,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Adult,Males,Per hundred thousand inhabitants,Bulgaria,2020,218.61,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Adult,Males,Per hundred thousand inhabitants,Bulgaria,2021,206.33,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Adult,Males,Per hundred thousand inhabitants,Bulgaria,2022,198.50,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Adult,Males,Per hundred thousand inhabitants,Bulgaria,2023,208.78,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Adult,Males,Per hundred thousand inhabitants,Switzerland,2014,189.20,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Adult,Males,Per hundred thousand inhabitants,Switzerland,2015,184.87,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Adult,Males,Per hundred thousand inhabitants,Switzerland,2016,182.41,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Adult,Males,Per hundred thousand inhabitants,Switzerland,2017,181.16,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Adult,Males,Per hundred thousand inhabitants,Switzerland,2018,180.76,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Adult,Males,Per hundred thousand inhabitants,Switzerland,2019,178.70,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Adult,Males,Per hundred thousand inhabitants,Switzerland,2020,166.37,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Adult,Males,Per hundred thousand inhabitants,Switzerland,2021,162.59,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Adult,Males,Per hundred thousand inhabitants,Switzerland,2022,165.16,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Adult,Males,Per hundred thousand inhabitants,Switzerland,2023,173.43,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Adult,Males,Per hundred thousand inhabitants,Cyprus,2014,145.22,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Adult,Males,Per hundred thousand inhabitants,Cyprus,2015,153.41,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Adult,Males,Per hundred thousand inhabitants,Cyprus,2016,168.52,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Adult,Males,Per hundred thousand inhabitants,Cyprus,2017,165.47,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Adult,Males,Per hundred thousand inhabitants,Cyprus,2018,169.05,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Adult,Males,Per hundred thousand inhabitants,Cyprus,2019,205.24,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Adult,Males,Per hundred thousand inhabitants,Cyprus,2020,160.26,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Adult,Males,Per hundred thousand inhabitants,Cyprus,2021,206.96,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Adult,Males,Per hundred thousand inhabitants,Cyprus,2022,256.81,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Adult,Males,Per hundred thousand inhabitants,Cyprus,2023,242.14,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Adult,Males,Per hundred thousand inhabitants,Czechia,2014,412.68,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Adult,Males,Per hundred thousand inhabitants,Czechia,2015,458.66,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Adult,Males,Per hundred thousand inhabitants,Czechia,2016,492.70,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Adult,Males,Per hundred thousand inhabitants,Czechia,2017,483.39,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Adult,Males,Per hundred thousand inhabitants,Czechia,2018,471.01,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Adult,Males,Per hundred thousand inhabitants,Czechia,2019,454.84,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Adult,Males,Per hundred thousand inhabitants,Czechia,2020,415.29,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Adult,Males,Per hundred thousand inhabitants,Czechia,2021,404.82,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Adult,Males,Per hundred thousand inhabitants,Czechia,2022,418.23,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Adult,Males,Per hundred thousand inhabitants,Czechia,2023,419.64,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Adult,Males,Per hundred thousand inhabitants,Germany,2014,181.41,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Adult,Males,Per hundred thousand inhabitants,Germany,2015,179.46,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Adult,Males,Per hundred thousand inhabitants,Germany,2016,,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Adult,Males,Per hundred thousand inhabitants,Germany,2017,,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Adult,Males,Per hundred thousand inhabitants,Germany,2018,,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Adult,Males,Per hundred thousand inhabitants,Germany,2019,,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Adult,Males,Per hundred thousand inhabitants,Germany,2020,,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Adult,Males,Per hundred thousand inhabitants,Germany,2021,,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Adult,Males,Per hundred thousand inhabitants,Germany,2022,,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Adult,Males,Per hundred thousand inhabitants,Germany,2023,,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Adult,Males,Per hundred thousand inhabitants,Denmark,2014,156.65,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Adult,Males,Per hundred thousand inhabitants,Denmark,2015,141.26,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Adult,Males,Per hundred thousand inhabitants,Denmark,2016,144.76,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Adult,Males,Per hundred thousand inhabitants,Denmark,2017,144.80,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Adult,Males,Per hundred thousand inhabitants,Denmark,2018,153.19,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Adult,Males,Per hundred thousand inhabitants,Denmark,2019,162.55,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Adult,Males,Per hundred thousand inhabitants,Denmark,2020,172.37,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Adult,Males,Per hundred thousand inhabitants,Denmark,2021,176.42,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Adult,Males,Per hundred thousand inhabitants,Denmark,2022,171.31,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Adult,Males,Per hundred thousand inhabitants,Denmark,2023,166.93,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Adult,Males,Per hundred thousand inhabitants,Estonia,2014,,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Adult,Males,Per hundred thousand inhabitants,Estonia,2015,541.19,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Adult,Males,Per hundred thousand inhabitants,Estonia,2016,546.96,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Adult,Males,Per hundred thousand inhabitants,Estonia,2017,523.96,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Adult,Males,Per hundred thousand inhabitants,Estonia,2018,507.90,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Adult,Males,Per hundred thousand inhabitants,Estonia,2019,476.83,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Adult,Males,Per hundred thousand inhabitants,Estonia,2020,460.35,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Adult,Males,Per hundred thousand inhabitants,Estonia,2021,417.94,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Adult,Males,Per hundred thousand inhabitants,Estonia,2022,393.41,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Adult,Males,Per hundred thousand inhabitants,Estonia,2023,348.92,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Adult,Males,Per hundred thousand inhabitants,Greece,2014,258.96,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Adult,Males,Per hundred thousand inhabitants,Greece,2015,212.30,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Adult,Males,Per hundred thousand inhabitants,Greece,2016,211.79,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Adult,Males,Per hundred thousand inhabitants,Greece,2017,222.24,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Adult,Males,Per hundred thousand inhabitants,Greece,2018,237.47,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Adult,Males,Per hundred thousand inhabitants,Greece,2019,244.08,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Adult,Males,Per hundred thousand inhabitants,Greece,2020,254.06,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Adult,Males,Per hundred thousand inhabitants,Greece,2021,246.21,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Adult,Males,Per hundred thousand inhabitants,Greece,2022,239.63,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Adult,Males,Per hundred thousand inhabitants,Greece,2023,230.71,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Adult,Males,Per hundred thousand inhabitants,Spain,2014,312.74,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Adult,Males,Per hundred thousand inhabitants,Spain,2015,297.44,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Adult,Males,Per hundred thousand inhabitants,Spain,2016,288.35,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Adult,Males,Per hundred thousand inhabitants,Spain,2017,290.64,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Adult,Males,Per hundred thousand inhabitants,Spain,2018,289.53,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Adult,Males,Per hundred thousand inhabitants,Spain,2019,285.18,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Adult,Males,Per hundred thousand inhabitants,Spain,2020,267.98,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Adult,Males,Per hundred thousand inhabitants,Spain,2021,265.15,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Adult,Males,Per hundred thousand inhabitants,Spain,2022,267.34,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Adult,Males,Per hundred thousand inhabitants,Spain,2023,267.33,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Adult,Males,Per hundred thousand inhabitants,Finland,2014,131.92,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Adult,Males,Per hundred thousand inhabitants,Finland,2015,131.54,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Adult,Males,Per hundred thousand inhabitants,Finland,2016,132.29,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Adult,Males,Per hundred thousand inhabitants,Finland,2017,127.37,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Adult,Males,Per hundred thousand inhabitants,Finland,2018,123.61,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Adult,Males,Per hundred thousand inhabitants,Finland,2019,121.72,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Adult,Males,Per hundred thousand inhabitants,Finland,2020,111.78,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Adult,Males,Per hundred thousand inhabitants,Finland,2021,114.61,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Adult,Males,Per hundred thousand inhabitants,Finland,2022,119.63,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Adult,Males,Per hundred thousand inhabitants,Finland,2023,122.12,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Adult,Males,Per hundred thousand inhabitants,France,2014,259.70,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Adult,Males,Per hundred thousand inhabitants,France,2015,259.17,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Adult,Males,Per hundred thousand inhabitants,France,2016,264.36,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Adult,Males,Per hundred thousand inhabitants,France,2017,265.65,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Adult,Males,Per hundred thousand inhabitants,France,2018,268.69,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Adult,Males,Per hundred thousand inhabitants,France,2019,269.69,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Adult,Males,Per hundred thousand inhabitants,France,2020,238.03,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Adult,Males,Per hundred thousand inhabitants,France,2021,263.23,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Adult,Males,Per hundred thousand inhabitants,France,2022,272.36,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Adult,Males,Per hundred thousand inhabitants,France,2023,282.27,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Adult,Males,Per hundred thousand inhabitants,Croatia,2014,216.52,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Adult,Males,Per hundred thousand inhabitants,Croatia,2015,190.03,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Adult,Males,Per hundred thousand inhabitants,Croatia,2016,179.80,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Adult,Males,Per hundred thousand inhabitants,Croatia,2017,183.88,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Adult,Males,Per hundred thousand inhabitants,Croatia,2018,186.51,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Adult,Males,Per hundred thousand inhabitants,Croatia,2019,208.29,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Adult,Males,Per hundred thousand inhabitants,Croatia,2020,204.51,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Adult,Males,Per hundred thousand inhabitants,Croatia,2021,227.99,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Adult,Males,Per hundred thousand inhabitants,Croatia,2022,252.37,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Adult,Males,Per hundred thousand inhabitants,Croatia,2023,274.84,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Adult,Males,Per hundred thousand inhabitants,Hungary,2014,423.18,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Adult,Males,Per hundred thousand inhabitants,Hungary,2015,416.15,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Adult,Males,Per hundred thousand inhabitants,Hungary,2016,422.08,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Adult,Males,Per hundred thousand inhabitants,Hungary,2017,417.37,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Adult,Males,Per hundred thousand inhabitants,Hungary,2018,393.18,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Adult,Males,Per hundred thousand inhabitants,Hungary,2019,392.72,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Adult,Males,Per hundred thousand inhabitants,Hungary,2020,403.18,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Adult,Males,Per hundred thousand inhabitants,Hungary,2021,449.98,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Adult,Males,Per hundred thousand inhabitants,Hungary,2022,472.11,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Adult,Males,Per hundred thousand inhabitants,Hungary,2023,434.46,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Adult,Males,Per hundred thousand inhabitants,Ireland,2014,184.70,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Adult,Males,Per hundred thousand inhabitants,Ireland,2015,181.53,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Adult,Males,Per hundred thousand inhabitants,Ireland,2016,171.43,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Adult,Males,Per hundred thousand inhabitants,Ireland,2017,,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Adult,Males,Per hundred thousand inhabitants,Ireland,2018,213.12,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Adult,Males,Per hundred thousand inhabitants,Ireland,2019,211.36,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Adult,Males,Per hundred thousand inhabitants,Ireland,2020,198.52,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Adult,Males,Per hundred thousand inhabitants,Ireland,2021,196.09,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Adult,Males,Per hundred thousand inhabitants,Ireland,2022,224.11,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Adult,Males,Per hundred thousand inhabitants,Ireland,2023,227.85,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Adult,Males,Per hundred thousand inhabitants,Iceland,2014,128.49,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Adult,Males,Per hundred thousand inhabitants,Iceland,2015,109.21,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Adult,Males,Per hundred thousand inhabitants,Iceland,2016,87.67,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Adult,Males,Per hundred thousand inhabitants,Iceland,2017,98.53,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Adult,Males,Per hundred thousand inhabitants,Iceland,2018,95.56,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Adult,Males,Per hundred thousand inhabitants,Iceland,2019,104.81,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Adult,Males,Per hundred thousand inhabitants,Iceland,2020,92.98,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Adult,Males,Per hundred thousand inhabitants,Iceland,2021,88.62,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Adult,Males,Per hundred thousand inhabitants,Iceland,2022,84.00,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Adult,Males,Per hundred thousand inhabitants,Iceland,2023,80.03,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Adult,Males,Per hundred thousand inhabitants,Italy,2014,211.59,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Adult,Males,Per hundred thousand inhabitants,Italy,2015,205.96,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Adult,Males,Per hundred thousand inhabitants,Italy,2016,215.47,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Adult,Males,Per hundred thousand inhabitants,Italy,2017,226.72,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Adult,Males,Per hundred thousand inhabitants,Italy,2018,234.13,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Adult,Males,Per hundred thousand inhabitants,Italy,2019,240.08,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Adult,Males,Per hundred thousand inhabitants,Italy,2020,211.24,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Adult,Males,Per hundred thousand inhabitants,Italy,2021,215.76,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Adult,Males,Per hundred thousand inhabitants,Italy,2022,223.63,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Adult,Males,Per hundred thousand inhabitants,Italy,2023,238.69,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Adult,Males,Per hundred thousand inhabitants,Liechtenstein,2014,387.11,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Adult,Males,Per hundred thousand inhabitants,Liechtenstein,2015,368.95,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Adult,Males,Per hundred thousand inhabitants,Liechtenstein,2016,502.10,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Adult,Males,Per hundred thousand inhabitants,Liechtenstein,2017,511.30,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Adult,Males,Per hundred thousand inhabitants,Liechtenstein,2018,464.41,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Adult,Males,Per hundred thousand inhabitants,Liechtenstein,2019,299.36,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Adult,Males,Per hundred thousand inhabitants,Liechtenstein,2020,386.52,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Adult,Males,Per hundred thousand inhabitants,Liechtenstein,2021,327.37,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Adult,Males,Per hundred thousand inhabitants,Liechtenstein,2022,407.24,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Adult,Males,Per hundred thousand inhabitants,Liechtenstein,2023,345.32,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Adult,Males,Per hundred thousand inhabitants,Lithuania,2014,754.94,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Adult,Males,Per hundred thousand inhabitants,Lithuania,2015,647.46,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Adult,Males,Per hundred thousand inhabitants,Lithuania,2016,605.04,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Adult,Males,Per hundred thousand inhabitants,Lithuania,2017,592.00,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Adult,Males,Per hundred thousand inhabitants,Lithuania,2018,589.98,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Adult,Males,Per hundred thousand inhabitants,Lithuania,2019,558.95,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Adult,Males,Per hundred thousand inhabitants,Lithuania,2020,490.16,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Adult,Males,Per hundred thousand inhabitants,Lithuania,2021,458.70,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Adult,Males,Per hundred thousand inhabitants,Lithuania,2022,451.20,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Adult,Males,Per hundred thousand inhabitants,Lithuania,2023,408.16,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Adult,Males,Per hundred thousand inhabitants,Luxembourg,2014,280.32,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Adult,Males,Per hundred thousand inhabitants,Luxembourg,2015,289.85,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Adult,Males,Per hundred thousand inhabitants,Luxembourg,2016,118.18,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Adult,Males,Per hundred thousand inhabitants,Luxembourg,2017,284.67,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Adult,Males,Per hundred thousand inhabitants,Luxembourg,2018,256.88,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Adult,Males,Per hundred thousand inhabitants,Luxembourg,2019,235.62,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Adult,Males,Per hundred thousand inhabitants,Luxembourg,2020,210.25,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Adult,Males,Per hundred thousand inhabitants,Luxembourg,2021,224.36,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Adult,Males,Per hundred thousand inhabitants,Luxembourg,2022,256.12,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Adult,Males,Per hundred thousand inhabitants,Luxembourg,2023,217.39,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Adult,Males,Per hundred thousand inhabitants,Latvia,2014,601.30,,
ESTAT:CRIM_PRIS_AGE(1.0),23/04/25 11:00:00,Annual,Adult,Males,Per hundred thousand inhabitants,Latvia,2015,547.88,,
