Age class,Sex,geo,Geopolitical entity (reporting),TIME_PERIOD,area_km2,population_year,Per hundred thousand inhabitants,Total
Adult,Females,LIE,Liechtenstein,2019,160,38563.0,14.41,6.0
Adult,Females,LIE,Liechtenstein,2020,160,38901.0,21.52,8.0
Adult,Females,LIE,Liechtenstein,2021,160,39182.0,35.03,14.0
Adult,Females,LIE,Liechtenstein,2022,160,39493.0,14.31,6.0
Adult,Females,LIE,Liechtenstein,2023,160,39846.0,13.53,5.0
Adult,Females,LTU,Lithuania,2008,65300,3198231.0,25.17,805.0
Adult,Females,LTU,Lithuania,2009,65300,3162916.0,26.52,839.0
Adult,Females,LTU,Lithuania,2010,65300,3097282.0,29.62,917.0
Adult,Females,LTU,Lithuania,2011,65300,3028115.0,30.54,925.0
Adult,Females,LTU,Lithuania,2012,65300,2989139.0,32.24,964.0
Adult,Females,LTU,Lithuania,2013,65300,2961250.0,31.98,947.0
Adult,Females,LTU,Lithuania,2014,65300,2937253.0,28.39,834.0
Adult,Females,LTU,Lithuania,2015,65300,2911109.0,22.36,651.0
Adult,Females,LTU,Lithuania,2016,65300,2877325.0,24.88,716.0
Adult,Females,LTU,Lithuania,2017,65300,2842639.0,26.03,740.0
Adult,Females,LTU,Lithuania,2018,65300,2819200.0,23.77,670.0
Adult,Females,LTU,Lithuania,2019,65300,2811089.0,22.87,643.0
Adult,Females,LTU,Lithuania,2020,65300,2810369.0,20.47,575.0
Adult,Females,LTU,Lithuania,2021,65300,2808380.0,17.43,490.0
Adult,Females,LTU,Lithuania,2022,65300,2831639.0,16.86,477.0
Adult,Females,LTU,Lithuania,2023,65300,2871585.0,16.18,465.0
Adult,Females,LUX,Luxembourg,2008,2586,488650.0,16.6,81.0
Adult,Females,LUX,Luxembourg,2009,2586,497783.0,19.47,97.0
Adult,Females,LUX,Luxembourg,2010,2586,506953.0,11.78,60.0
Adult,Females,LUX,Luxembourg,2011,2586,518347.0,17.96,93.0
Adult,Females,LUX,Luxembourg,2012,2586,530946.0,15.07,80.0
Adult,Females,LUX,Luxembourg,2013,2586,543360.0,15.08,82.0
Adult,Females,LUX,Luxembourg,2014,2586,556319.0,11.36,63.0
Adult,Females,LUX,Luxembourg,2015,2586,569604.0,18.06,103.0
Adult,Females,LUX,Luxembourg,2016,2586,582014.0,6.25,36.0
Adult,Females,LUX,Luxembourg,2017,2586,596336.0,15.84,94.0
Adult,Females,LUX,Luxembourg,2018,2586,607950.0,13.6,83.0
Adult,Females,LUX,Luxembourg,2019,2586,620001.0,12.92,80.0
Adult,Females,LUX,Luxembourg,2020,2586,630419.0,11.88,75.0
Adult,Females,LUX,Luxembourg,2021,2586,640064.0,13.26,85.0
Adult,Females,LUX,Luxembourg,2022,2586,653103.0,14.59,95.0
Adult,Females,LUX,Luxembourg,2023,2586,666430.0,10.66,71.0
Adult,Females,LVA,Latvia,2008,64589,2177322.0,38.43,837.0
Adult,Females,LVA,Latvia,2009,64589,2141669.0,41.63,892.0
Adult,Females,LVA,Latvia,2010,64589,2097555.0,43.57,914.0
Adult,Females,LVA,Latvia,2011,64589,2059709.0,44.42,915.0
Adult,Females,LVA,Latvia,2012,64589,2034319.0,44.32,902.0
Adult,Females,LVA,Latvia,2013,64589,2012647.0,37.96,764.0
Adult,Females,LVA,Latvia,2014,64589,1993782.0,38.03,758.0
Adult,Females,LVA,Latvia,2015,64589,1977527.0,39.22,776.0
Adult,Females,LVA,Latvia,2016,64589,1959537.0,39.71,778.0
Adult,Females,LVA,Latvia,2017,64589,1942248.0,33.97,660.0
Adult,Females,LVA,Latvia,2018,64589,1927174.0,31.47,606.0
Adult,Females,LVA,Latvia,2019,64589,1913822.0,34.64,663.0
Adult,Females,LVA,Latvia,2020,64589,1900449.0,29.91,568.0
Adult,Females,LVA,Latvia,2021,64589,1884490.0,31.62,596.0
Adult,Females,LVA,Latvia,2022,64589,1879383.0,29.75,559.0
Adult,Females,LVA,Latvia,2023,64589,1883710.0,30.0,565.0
Adult,Females,MNE,Montenegro,2008,13812,616969.0,7.49,46.0
Adult,Females,MNE,Montenegro,2009,13812,618294.0,16.45,102.0
Adult,Females,MNE,Montenegro,2010,13812,619428.0,24.75,153.0
Adult,Females,MNE,Montenegro,2011,13812,620345.0,15.18,94.0
Adult,Females,MNE,Montenegro,2012,13812,621418.0,21.89,136.0
Adult,Females,MNE,Montenegro,2013,13812,622587.0,8.11,50.0
Adult,Females,MNE,Montenegro,2014,13812,623744.0,12.79,80.0
Adult,Females,MNE,Montenegro,2015,13812,624651.0,14.39,90.0
Adult,Females,MNE,Montenegro,2016,13812,625353.0,14.77,92.0
Adult,Females,MNE,Montenegro,2017,13812,625982.0,11.04,69.0
Adult,Females,MNE,Montenegro,2018,13812,626438.0,5.22,33.0
Adult,Females,MNE,Montenegro,2019,13812,626753.0,10.95,69.0
Adult,Females,MNE,Montenegro,2020,13812,626590.0,10.6,66.0
Adult,Females,MNE,Montenegro,2021,13812,625053.0,12.85,80.0
Adult,Females,MNE,Montenegro,2022,13812,623591.0,15.92,99.0
Adult,Females,MNE,Montenegro,2023,13812,623529.0,14.08,88.0
Adult,Females,MKD,North Macedonia,2009,25713,1958782.0,7.1,139.0
Adult,Females,MKD,North Macedonia,2010,25713,1946298.0,6.84,133.0
Adult,Females,MKD,North Macedonia,2011,25713,1937398.0,6.17,120.0
Adult,Females,MKD,North Macedonia,2016,25713,1906313.0,12.29,234.0
Adult,Females,MKD,North Macedonia,2017,25713,1898657.0,8.52,162.0
Adult,Females,MKD,North Macedonia,2022,25713,1831712.0,11.61,213.0
Adult,Females,MKD,North Macedonia,2023,25713,1827816.0,10.88,199.0
Adult,Females,MLT,Malta,2008,316,409379.0,17.57,72.0
Adult,Females,MLT,Malta,2009,316,412477.0,17.07,70.0
Adult,Females,MLT,Malta,2010,316,414508.0,20.81,86.0
Adult,Females,MLT,Malta,2011,316,416268.0,20.49,85.0
Adult,Females,MLT,Malta,2012,316,420028.0,28.69,121.0
Adult,Females,MLT,Malta,2013,316,424810.0,25.9,110.0
Adult,Females,MLT,Malta,2014,316,433481.0,21.65,94.0
Adult,Females,MLT,Malta,2015,316,444220.0,22.93,102.0
Adult,Females,MLT,Malta,2016,316,454505.0,20.87,95.0
Adult,Females,MLT,Malta,2017,316,467106.0,29.38,137.0
Adult,Females,MLT,Malta,2018,316,483903.0,37.3,180.0
Adult,Females,MLT,Malta,2019,316,503912.0,31.47,159.0
Adult,Females,MLT,Malta,2020,316,515490.0,27.63,142.0
Adult,Females,MLT,Malta,2021,316,518150.0,25.3,131.0
Adult,Females,MLT,Malta,2022,316,531113.0,25.44,135.0
Adult,Females,MLT,Malta,2023,316,552747.0,21.12,117.0
Adult,Females,NLD,Netherlands,2008,41865,16445593.0,14.33,2357.0
Adult,Females,NLD,Netherlands,2009,41865,16530388.0,13.57,2243.0
Adult,Females,NLD,Netherlands,2010,41865,16615394.0,13.1,2177.0
Adult,Females,NLD,Netherlands,2011,41865,16693074.0,11.77,1965.0
Adult,Females,NLD,Netherlands,2012,41865,16754962.0,10.56,1769.0
Adult,Females,NLD,Netherlands,2013,41865,16804432.0,9.92,1667.0
Adult,Females,NLD,Netherlands,2014,41865,16865008.0,9.71,1638.0
Adult,Females,NLD,Netherlands,2015,41865,16939923.0,7.14,1210.0
Adult,Females,NLD,Netherlands,2016,41865,17030314.0,8.33,1419.0
Adult,Females,NLD,Netherlands,2017,41865,17131296.0,8.32,1425.0
Adult,Females,NLD,Netherlands,2018,41865,17231624.0,8.68,1496.0
Adult,Females,NLD,Netherlands,2019,41865,17344874.0,9.98,1731.0
Adult,Females,NLD,Netherlands,2020,41865,17441500.0,7.07,1233.0
Adult,Females,NLD,Netherlands,2021,41865,17533044.0,7.79,1366.0
Adult,Females,NLD,Netherlands,2022,41865,17700982.0,7.04,1246.0
Adult,Females,NLD,Netherlands,2023,41865,17877117.0,7.39,1321.0
Adult,Females,NOR,Norway,2008,385207,4768212.0,10.43,497.0
Adult,Females,NOR,Norway,2009,385207,4828726.0,11.31,546.0
Adult,Females,NOR,Norway,2010,385207,4889252.0,11.69,572.0
Adult,Females,NOR,Norway,2011,385207,4953088.0,13.15,651.0
Adult,Females,NOR,Norway,2012,385207,5018573.0,12.77,641.0
Adult,Females,NOR,Norway,2013,385207,5079623.0,10.16,516.0
Adult,Females,NOR,Norway,2014,385207,5137232.0,10.24,526.0
Adult,Females,NOR,Norway,2015,385207,5188607.0,10.5,545.0
Adult,Females,NOR,Norway,2016,385207,5234519.0,12.12,634.0
Adult,Females,NOR,Norway,2017,385207,5276968.0,13.36,705.0
Adult,Females,NOR,Norway,2018,385207,5311916.0,13.09,695.0
Adult,Females,NOR,Norway,2019,385207,5347896.0,10.83,579.0
Adult,Females,NOR,Norway,2020,385207,5379475.0,11.14,599.0
Adult,Females,NOR,Norway,2021,385207,5408320.0,11.12,601.0
Adult,Females,NOR,Norway,2022,385207,5457127.0,9.92,541.0
Adult,Females,NOR,Norway,2023,385207,5519601.0,10.45,577.0
Adult,Females,POL,Poland,2008,312696,38125759.0,15.29,5829.0
Adult,Females,POL,Poland,2009,312696,38151603.0,15.08,5753.0
Adult,Females,POL,Poland,2010,312696,38042794.0,15.65,5954.0
Adult,Females,POL,Poland,2011,312696,38063255.0,15.23,5797.0
Adult,Females,POL,Poland,2012,312696,38063164.0,16.3,6204.0
Adult,Females,POL,Poland,2013,312696,38040196.0,15.97,6075.0
Adult,Females,POL,Poland,2014,312696,38011735.0,15.3,5816.0
Adult,Females,POL,Poland,2015,312696,37986412.0,14.37,5459.0
Adult,Females,POL,Poland,2016,312696,37970087.0,15.59,5920.0
Adult,Females,POL,Poland,2017,312696,37974826.0,17.38,6600.0
Adult,Females,POL,Poland,2018,312696,37974750.0,17.79,6756.0
Adult,Females,POL,Poland,2019,312696,37965475.0,19.41,7369.0
Adult,Females,POL,Poland,2020,312696,37515748.0,18.59,6974.0
Adult,Females,POL,Poland,2021,312696,36981559.0,20.66,7640.0
Adult,Females,POL,Poland,2022,312696,36821749.0,21.01,7736.0
Adult,Females,POL,Poland,2023,312696,36687353.0,23.12,8482.0
Adult,Females,PRT,Portugal,2009,92212,10568247.0,13.52,1429.0
Adult,Females,PRT,Portugal,2010,92212,10573100.0,14.0,1480.0
Adult,Females,PRT,Portugal,2011,92212,10557560.0,15.53,1640.0
Adult,Females,PRT,Portugal,2012,92212,10514844.0,16.81,1768.0
Adult,Females,PRT,Portugal,2013,92212,10457295.0,18.34,1918.0
Adult,Females,PRT,Portugal,2014,92212,10401062.0,18.29,1902.0
Adult,Females,PRT,Portugal,2015,92212,10358076.0,18.75,1942.0
Adult,Females,PRT,Portugal,2016,92212,10325452.0,18.95,1957.0
Adult,Females,PRT,Portugal,2017,92212,10300300.0,18.64,1920.0
Adult,Females,PRT,Portugal,2018,92212,10283822.0,18.0,1851.0
Adult,Females,PRT,Portugal,2019,92212,10286263.0,18.41,1894.0
Adult,Females,PRT,Portugal,2020,92212,10297081.0,17.06,1757.0
Adult,Females,PRT,Portugal,2021,92212,10361831.0,17.47,1810.0
Adult,Females,PRT,Portugal,2022,92212,10434332.0,18.84,1966.0
Adult,Females,PRT,Portugal,2023,92212,10578174.0,18.98,2008.0
Adult,Females,ROU,Romania,2008,238397,20537875.0,14.14,2904.0
Adult,Females,ROU,Romania,2009,238397,20367487.0,13.9,2831.0
Adult,Females,ROU,Romania,2010,238397,20246871.0,13.73,2780.0
Adult,Females,ROU,Romania,2011,238397,20147528.0,14.92,3006.0
Adult,Females,ROU,Romania,2012,238397,20058035.0,16.63,3336.0
Adult,Females,ROU,Romania,2013,238397,19983693.0,18.29,3655.0
Adult,Females,ROU,Romania,2014,238397,19908979.0,18.1,3604.0
Adult,Females,ROU,Romania,2015,238397,19815616.0,17.1,3388.0
Adult,Females,ROU,Romania,2016,238397,19702267.0,16.76,3302.0
Adult,Females,ROU,Romania,2017,238397,19588715.0,13.35,2615.0
Adult,Females,ROU,Romania,2018,238397,19473970.0,11.5,2240.0
Adult,Females,ROU,Romania,2019,238397,19371648.0,11.35,2199.0
Adult,Females,ROU,Romania,2020,238397,19265250.0,12.49,2406.0
Adult,Females,ROU,Romania,2021,238397,19122059.0,12.6,2409.0
Adult,Females,ROU,Romania,2022,238397,19048502.0,12.93,2463.0
Adult,Females,ROU,Romania,2023,238397,19061062.0,13.01,2480.0
Adult,Females,SRB,Serbia,2008,88361,7350222.0,10.34,760.0
Adult,Females,SRB,Serbia,2009,88361,7320807.0,12.97,950.0
Adult,Females,SRB,Serbia,2010,88361,7291436.0,13.81,1007.0
Adult,Females,SRB,Serbia,2011,88361,7236519.0,13.67,989.0
Adult,Females,SRB,Serbia,2012,88361,7201497.0,7.78,560.0
Adult,Females,SRB,Serbia,2013,88361,7166553.0,13.09,938.0
Adult,Females,SRB,Serbia,2014,88361,7131787.0,11.75,838.0
Adult,Females,SRB,Serbia,2015,88361,7095383.0,11.7,830.0
Adult,Females,SRB,Serbia,2016,88361,7058322.0,13.34,942.0
Adult,Females,SRB,Serbia,2017,88361,7020858.0,12.72,893.0
Adult,Females,SRB,Serbia,2018,88361,6982604.0,14.37,1003.0
Adult,Females,SRB,Serbia,2019,88361,6945235.0,15.02,1043.0
Adult,Females,SRB,Serbia,2020,88361,6899126.0,14.59,1007.0
Adult,Females,SRB,Serbia,2021,88361,6834326.0,16.91,1156.0
Adult,Females,SRB,Serbia,2022,88361,6664449.0,15.0,1000.0
Adult,Females,SRB,Serbia,2023,88361,6623183.0,12.74,844.0
Adult,Females,SWE,Sweden,2008,450295,9219637.0,10.66,983.0
Adult,Females,SWE,Sweden,2009,450295,9298515.0,10.07,936.0
Adult,Females,SWE,Sweden,2010,450295,9378126.0,10.84,1017.0
Adult,Females,SWE,Sweden,2011,450295,9449213.0,10.44,986.0
Adult,Females,SWE,Sweden,2012,450295,9519374.0,9.47,901.0
Adult,Females,SWE,Sweden,2013,450295,9600379.0,8.56,822.0
Adult,Females,SWE,Sweden,2014,450295,9696110.0,8.56,830.0
Adult,Females,SWE,Sweden,2015,450295,9799186.0,8.36,819.0
Adult,Females,SWE,Sweden,2016,450295,9923085.0,8.79,872.0
Adult,Females,SWE,Sweden,2017,450295,10057698.0,8.76,881.0
Adult,Females,SWE,Sweden,2018,450295,10175214.0,8.55,870.0
Adult,Females,SWE,Sweden,2019,450295,10278887.0,10.07,1035.0
Adult,Females,SWE,Sweden,2020,450295,10353442.0,10.75,1113.0
Adult,Females,SWE,Sweden,2021,450295,10415811.0,11.11,1157.0
Adult,Females,SWE,Sweden,2022,450295,10486941.0,12.86,1349.0
Adult,Females,SWE,Sweden,2023,450295,10536632.0,15.8,1665.0
Adult,Females,SVN,Slovenia,2008,20271,2021316.0,6.89,139.0
Adult,Females,SVN,Slovenia,2009,20271,2039669.0,7.54,154.0
Adult,Females,SVN,Slovenia,2010,20271,2048583.0,6.14,126.0
Adult,Females,SVN,Slovenia,2011,20271,2052843.0,6.59,135.0
Adult,Females,SVN,Slovenia,2012,20271,2057159.0,8.22,169.0
Adult,Females,SVN,Slovenia,2013,20271,2059953.0,7.38,152.0
Adult,Females,SVN,Slovenia,2014,20271,2061980.0,10.27,212.0
Adult,Females,SVN,Slovenia,2015,20271,2063531.0,9.46,195.0
Adult,Females,SVN,Slovenia,2016,20271,2065042.0,11.9,246.0
Adult,Females,SVN,Slovenia,2018,20271,2073894.0,9.28,192.0
Adult,Females,SVN,Slovenia,2019,20271,2088385.0,8.57,179.0
Adult,Females,SVN,Slovenia,2020,20271,2102419.0,7.86,165.0
Adult,Females,SVN,Slovenia,2021,20271,2108079.0,6.34,134.0
Adult,Females,SVN,Slovenia,2022,20271,2112076.0,8.42,178.0
Adult,Females,SVN,Slovenia,2023,20271,2120461.0,8.96,190.0
Adult,Females,SVK,Slovakia,2008,49035,5379233.0,18.26,982.0
Adult,Females,SVK,Slovakia,2009,49035,5386406.0,21.73,1170.0
Adult,Females,SVK,Slovakia,2010,49035,5391428.0,24.41,1316.0
Adult,Females,SVK,Slovakia,2011,49035,5398384.0,27.28,1473.0
Adult,Females,SVK,Slovakia,2012,49035,5407579.0,28.38,1535.0
Adult,Females,SVK,Slovakia,2013,49035,5413393.0,25.53,1382.0
Adult,Females,SVK,Slovakia,2014,49035,5418649.0,26.71,1447.0
Adult,Females,SVK,Slovakia,2015,49035,5423801.0,27.41,1487.0
Adult,Females,SVK,Slovakia,2016,49035,5430798.0,29.35,1594.0
Adult,Females,SVK,Slovakia,2017,49035,5439232.0,31.2,1697.0
Adult,Females,SVK,Slovakia,2018,49035,5446771.0,33.62,1831.0
Adult,Females,SVK,Slovakia,2019,49035,5454147.0,34.14,1862.0
Adult,Females,SVK,Slovakia,2020,49035,5458827.0,34.41,1878.0
Adult,Females,SVK,Slovakia,2021,49035,5447247.0,32.68,1780.0
Adult,Females,SVK,Slovakia,2022,49035,5431752.0,27.19,1477.0
Adult,Females,SVK,Slovakia,2023,49035,5426740.0,32.96,1789.0
Adult,Females,TUR,Türkiye,2009,783562,72039206.0,16.27,11721.0
Adult,Females,TUR,Türkiye,2010,783562,73142150.0,16.96,12405.0
Adult,Females,TUR,Türkiye,2011,783562,74223629.0,17.71,13145.0
Adult,Females,TUR,Türkiye,2012,783562,75175827.0,17.36,13051.0
Adult,Females,TUR,Türkiye,2013,783562,76147624.0,19.41,14780.0
Adult,Females,TUR,Türkiye,2014,783562,77181884.0,21.22,16378.0
Adult,Females,TUR,Türkiye,2015,783562,78218479.0,23.32,18241.0
Adult,Females,TUR,Türkiye,2016,783562,79277962.0,29.52,23403.0
Adult,Females,TUR,Türkiye,2017,783562,80312698.0,34.82,27965.0
Adult,Females,TUR,Türkiye,2018,783562,81407204.0,35.28,28720.0
Adult,Females,TUR,Türkiye,2019,783562,82579440.0,38.16,31512.0
Adult,Females,TUR,Türkiye,2020,783562,83384680.0,34.96,29151.0
Adult,Females,TUR,Türkiye,2021,783562,84147318.0,37.99,31968.0
Adult,Females,TUR,Türkiye,2022,783562,84979913.0,44.82,38088.0
Adult,Females,TUR,Türkiye,2023,783562,85325965.0,38.13,32535.0
Adult,Females,,England and Wales,2008,151244,59641000.0,19.93,11886.0
Adult,Females,,England and Wales,2009,151244,59641000.0,18.82,11224.0
Adult,Females,,England and Wales,2010,151244,59641000.0,18.75,11183.0
Adult,Females,,England and Wales,2011,151244,59641000.0,18.34,10938.0
Adult,Females,,England and Wales,2012,151244,59641000.0,17.94,10700.0
Adult,Females,,England and Wales,2013,151244,59641000.0,16.61,9906.0
Adult,Females,,England and Wales,2014,151244,59641000.0,16.91,10085.0
Adult,Females,,England and Wales,2015,151244,59641000.0,16.71,9966.0
Adult,Females,,England and Wales,2016,151244,59641000.0,16.36,9757.0
Adult,Females,,England and Wales,2017,151244,59641000.0,16.9,10079.0
Adult,Females,,England and Wales,2018,151244,59641000.0,15.96,9519.0
Adult,Females,,Scotland (NUTS 2021),2008,78803,5480000.0,17.12,938.0
Adult,Females,,Scotland (NUTS 2021),2009,78803,5480000.0,17.44,956.0
Adult,Females,,Scotland (NUTS 2021),2010,78803,5480000.0,17.55,962.0
Adult,Females,,Scotland (NUTS 2021),2011,78803,5480000.0,19.17,1051.0
Adult,Females,,Scotland (NUTS 2021),2012,78803,5480000.0,19.1,1047.0
Adult,Females,,Scotland (NUTS 2021),2013,78803,5480000.0,18.19,997.0
Adult,Females,,Scotland (NUTS 2021),2014,78803,5480000.0,17.8,975.0
Adult,Females,,Scotland (NUTS 2021),2015,78803,5480000.0,17.46,957.0
Adult,Females,,Northern Ireland (UK) (NUTS 2021),2008,14333,1905000.0,6.83,130.0
Adult,Females,,Northern Ireland (UK) (NUTS 2021),2009,14333,1905000.0,6.7,128.0
Adult,Females,,Northern Ireland (UK) (NUTS 2021),2010,14333,1905000.0,6.74,128.0
Adult,Females,,Northern Ireland (UK) (NUTS 2021),2011,14333,1905000.0,6.31,120.0
Adult,Females,,Northern Ireland (UK) (NUTS 2021),2012,14333,1905000.0,7.24,138.0
Adult,Females,,Northern Ireland (UK) (NUTS 2021),2013,14333,1905000.0,8.88,169.0
Adult,Females,,Northern Ireland (UK) (NUTS 2021),2014,14333,1905000.0,8.0,152.0
Adult,Females,,Northern Ireland (UK) (NUTS 2021),2015,14333,1905000.0,5.98,114.0
Adult,Females,,Northern Ireland (UK) (NUTS 2021),2016,14333,1905000.0,6.54,125.0
Adult,Females,,Northern Ireland (UK) (NUTS 2021),2017,14333,1905000.0,7.47,142.0
Adult,Females,XKX,Kosovo*,2011,10887,1791949.0,5.17,93.0
Adult,Females,XKX,Kosovo*,2016,10887,1777568.0,6.79,121.0
Adult,Females,XKX,Kosovo*,2017,10887,1791019.0,5.83,104.0
Adult,Females,XKX,Kosovo*,2018,10887,1797086.0,6.39,115.0
Adult,Females,XKX,Kosovo*,2019,10887,1788891.0,7.19,129.0
Adult,Females,XKX,Kosovo*,2020,10887,1790151.0,5.17,93.0
Adult,Males,ALB,Albania,2008,28748,2947314.0,98.73,2910.0
Adult,Males,ALB,Albania,2009,28748,2927519.0,152.55,4466.0
Adult,Males,ALB,Albania,2010,28748,2913021.0,153.14,4461.0
Adult,Males,ALB,Albania,2011,28748,2905195.0,153.31,4454.0
Adult,Males,ALB,Albania,2012,28748,2860708.0,155.17,4439.0
Adult,Males,ALB,Albania,2013,28748,2816902.0,170.47,4802.0
Adult,Males,ALB,Albania,2014,28748,2773767.0,198.03,5493.0
Adult,Males,ALB,Albania,2015,28748,2731293.0,211.29,5771.0
Adult,Males,ALB,Albania,2016,28748,2689469.0,218.44,5875.0
Adult,Males,ALB,Albania,2017,28748,2648285.0,209.23,5541.0
Adult,Males,ALB,Albania,2018,28748,2607733.0,198.87,5186.0
Adult,Males,ALB,Albania,2019,28748,2567801.0,192.23,4936.0
Adult,Males,ALB,Albania,2020,28748,2528480.0,179.4,4536.0
Adult,Males,ALB,Albania,2021,28748,2489762.0,195.76,4874.0
Adult,Males,ALB,Albania,2022,28748,2451636.0,203.13,4980.0
Adult,Males,ALB,Albania,2023,28748,2414095.0,203.76,4919.0
Adult,Males,AUT,Austria,2009,83879,8343323.0,89.33,7453.0
Adult,Males,AUT,Austria,2010,83879,8363404.0,94.05,7866.0
Adult,Males,AUT,Austria,2011,83879,8391643.0,96.05,8060.0
Adult,Males,AUT,Austria,2012,83879,8429991.0,96.24,8113.0
Adult,Males,AUT,Austria,2013,83879,8479823.0,96.95,8221.0
Adult,Males,AUT,Austria,2014,83879,8546356.0,94.91,8111.0
Adult,Males,AUT,Austria,2015,83879,8642699.0,93.22,8057.0
Adult,Males,AUT,Austria,2016,83879,8736668.0,91.82,8022.0
Adult,Males,AUT,Austria,2017,83879,8797566.0,93.23,8202.0
Adult,Males,AUT,Austria,2018,83879,8840521.0,95.91,8479.0
Adult,Males,AUT,Austria,2019,83879,8879920.0,93.75,8325.0
Adult,Males,AUT,Austria,2020,83879,8916864.0,88.07,7853.0
Adult,Males,AUT,Austria,2021,83879,8955797.0,87.35,7823.0
Adult,Males,AUT,Austria,2022,83879,9041851.0,91.88,8308.0
Adult,Males,AUT,Austria,2023,83879,9131761.0,91.6,8365.0
Adult,Males,BIH,Bosnia and Herzegovina,2010,51209,3811472.0,56.7,2161.0
Adult,Males,BIH,Bosnia and Herzegovina,2011,51209,3741798.0,58.61,2193.0
Adult,Males,BIH,Bosnia and Herzegovina,2013,51209,3610859.0,68.27,2465.0
Adult,Males,BIH,Bosnia and Herzegovina,2014,51209,3564829.0,69.48,2477.0
Adult,Males,BIH,Bosnia and Herzegovina,2015,51209,3518541.0,62.87,2212.0
Adult,Males,BIH,Bosnia and Herzegovina,2016,51209,3473003.0,62.37,2166.0
Adult,Males,BIH,Bosnia and Herzegovina,2017,51209,3428682.0,66.7,2287.0
Adult,Males,BIH,Bosnia and Herzegovina,2018,51209,3387000.0,89.75,3040.0
Adult,Males,BIH,Bosnia and Herzegovina,2019,51209,3345533.0,130.71,4373.0
Adult,Males,BIH,Bosnia and Herzegovina,2020,51209,3299349.0,85.56,2823.0
Adult,Males,BIH,Bosnia and Herzegovina,2021,51209,3244907.0,87.92,2853.0
Adult,Males,BIH,Bosnia and Herzegovina,2022,51209,3204802.0,86.37,2768.0
Adult,Males,BIH,Bosnia and Herzegovina,2023,51209,3185073.0,69.48,2213.0
Adult,Males,BEL,Belgium,2008,30689,10709973.0,86.82,9298.0
Adult,Males,BEL,Belgium,2009,30689,10796493.0,89.58,9671.0
Adult,Males,BEL,Belgium,2010,30689,10895586.0,91.99,10023.0
Adult,Males,BEL,Belgium,2011,30689,11038264.0,95.11,10499.0
Adult,Males,BEL,Belgium,2012,30689,11106932.0,95.78,10638.0
Adult,Males,BEL,Belgium,2013,30689,11159407.0,101.0,11271.0
Adult,Males,BEL,Belgium,2015,30689,11274196.0,91.76,10345.0
Adult,Males,BEL,Belgium,2017,30689,11375158.0,88.18,10031.0
Adult,Males,BEL,Belgium,2018,30689,11427054.0,85.76,9800.0
Adult,Males,BEL,Belgium,2019,30689,11488980.0,89.78,10315.0
Adult,Males,BEL,Belgium,2020,30689,11538604.0,85.51,9867.0
Adult,Males,BEL,Belgium,2021,30689,11586195.0,88.57,10262.0
Adult,Males,BEL,Belgium,2022,30689,11680210.0,90.3,10547.0
Adult,Males,BEL,Belgium,2023,30689,11779946.0,97.39,11473.0
Adult,Males,BGR,Bulgaria,2008,110994,7492561.0,120.69,9043.0
Adult,Males,BGR,Bulgaria,2009,110994,7444443.0,116.97,8708.0
Adult,Males,BGR,Bulgaria,2010,110994,7395599.0,121.9,9015.0
Adult,Males,BGR,Bulgaria,2011,110994,7348328.0,129.38,9507.0
Adult,Males,BGR,Bulgaria,2012,110994,7305888.0,124.71,9111.0
Adult,Males,BGR,Bulgaria,2013,110994,7160005.0,118.62,8493.0
Adult,Males,BGR,Bulgaria,2014,110994,7073572.0,106.72,7549.0
Adult,Males,BGR,Bulgaria,2015,110994,6984225.0,101.9,7117.0
Adult,Males,BGR,Bulgaria,2016,110994,6894139.0,102.84,7090.0
Adult,Males,BGR,Bulgaria,2017,110994,6803468.0,99.07,6740.0
Adult,Males,BGR,Bulgaria,2018,110994,6710798.0,95.53,6411.0
Adult,Males,BGR,Bulgaria,2019,110994,6616726.0,93.88,6212.0
Adult,Males,BGR,Bulgaria,2020,110994,6550696.0,92.04,6029.0
Adult,Males,BGR,Bulgaria,2021,110994,6507301.0,86.81,5649.0
Adult,Males,BGR,Bulgaria,2022,110994,6465097.0,82.91,5360.0
Adult,Males,BGR,Bulgaria,2023,110994,6446596.0,82.07,5291.0
Adult,Males,CHE,Switzerland,2008,41285,7647675.0,64.63,4943.0
Adult,Males,CHE,Switzerland,2009,41285,7743831.0,67.23,5206.0
Adult,Males,CHE,Switzerland,2010,41285,7824909.0,69.07,5405.0
Adult,Males,CHE,Switzerland,2011,41285,7912398.0,66.96,5298.0
Adult,Males,CHE,Switzerland,2012,41285,7996861.0,71.82,5743.0
Adult,Males,CHE,Switzerland,2013,41285,8089346.0,77.57,6275.0
Adult,Males,CHE,Switzerland,2014,41285,8188649.0,75.46,6179.0
Adult,Males,CHE,Switzerland,2015,41285,8282396.0,73.94,6124.0
Adult,Males,CHE,Switzerland,2016,41285,8373338.0,73.07,6118.0
Adult,Males,CHE,Switzerland,2017,41285,8451840.0,72.81,6154.0
Adult,Males,CHE,Switzerland,2018,41285,8514329.0,72.7,6190.0
Adult,Males,CHE,Switzerland,2019,41285,8575280.0,71.92,6167.0
Adult,Males,CHE,Switzerland,2020,41285,8638167.0,66.96,5784.0
Adult,Males,CHE,Switzerland,2021,41285,8704546.0,65.44,5696.0
Adult,Males,CHE,Switzerland,2022,41285,8777088.0,66.42,5830.0
